,Text,Label,tokenized_text
1147,i have not spent that much time with them but i just don t feel that comfortable there,5,"[1, 20, 25, 436, 8, 85, 51, 24, 63, 18, 1, 31, 103, 42, 2, 8, 370, 80]"
1148,i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention,3,"[1, 69, 1, 8030, 3, 12, 122, 233, 36, 1, 71, 112, 50, 28, 6, 55, 8031, 2368, 2874, 1625, 9, 145, 2053, 896]"
1149,i cant help but feel a little humiliated,0,"[1, 130, 139, 18, 2, 6, 55, 678]"
1150,i don t feel depressed for lack of a husband all the time,0,"[1, 103, 42, 2, 360, 15, 779, 9, 6, 541, 35, 5, 51]"
1151,i feel really lucky to be part of what looks like an active and friendly homeschooling group here in dubai,5,"[1, 2, 40, 431, 4, 27, 229, 9, 53, 855, 13, 76, 1836, 3, 621, 4369, 865, 135, 11, 4370]"
1152,i kicked you in the throat and now i feel terrific,5,"[1, 2063, 30, 11, 5, 1803, 3, 57, 1, 2, 823]"
1153,im feeling much more positive about the impending move,5,"[16, 7, 85, 37, 381, 26, 5, 3579, 478]"
1154,i want her to still feel appreciative of things i do for her,5,"[1, 66, 67, 4, 71, 2, 886, 9, 88, 1, 38, 15, 67]"
1155,i am feeling mellow excited about it partly because i know annie will churn all kinds of emotions inside of me esp,5,"[1, 23, 7, 654, 267, 26, 12, 1733, 36, 1, 46, 5582, 58, 8032, 35, 2064, 9, 803, 317, 9, 17, 4371]"
1156,i want her to be able to trust me with everything i want her to feel like she is the most valuable thing on the face of the earth i want her to feel like there is nothing that i could ever even consider thinking about because of how amazing she is,5,"[1, 66, 67, 4, 27, 198, 4, 655, 17, 24, 176, 1, 66, 67, 4, 2, 13, 97, 21, 5, 133, 590, 188, 29, 5, 301, 9, 5, 1387, 1, 66, 67, 4, 2, 13, 80, 21, 226, 8, 1, 91, 164, 74, 1078, 262, 26, 36, 9, 52, 271, 97, 21]"
1157,im glad i have a god with whom i can feel safe,5,"[16, 339, 1, 20, 6, 241, 24, 1156, 1, 39, 2, 362]"
1158,i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,5,"[1, 8033, 5417, 115, 1519, 8034, 81, 268, 99, 29, 1268, 7, 40, 607, 3, 252, 775, 4, 264, 96, 1367, 24, 37, 8035, 8036]"
1159,i face turn red and feel shy emm no,4,"[1, 301, 548, 872, 3, 2, 616, 8037, 95]"
1160,i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the curtains firmly closed on what was the warmest sunniest day of the year so far,0,"[1, 1734, 4, 54, 59, 67, 22, 639, 11, 76, 1206, 4, 25, 2, 14, 881, 547, 317, 8038, 24, 5, 3656, 4372, 1837, 29, 53, 19, 5, 8039, 8040, 96, 9, 5, 192, 14, 351]"
1161,i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,1,"[1, 143, 5, 952, 3, 4373, 81, 43, 721, 4, 2, 33, 81, 643, 81, 20, 596, 147, 5583]"
1162,i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,5,"[1, 40, 2, 8, 81, 43, 3657, 321, 6, 1230, 8, 21, 37, 1583, 8041, 2743, 161, 2369, 8042, 2875, 13, 3205, 115, 2311, 9, 70, 89, 5584, 6, 209, 187, 651]"
1163,i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,0,"[1, 2, 14, 706, 3206, 13, 16, 5585, 137, 5, 8043, 480, 106, 1418, 3, 65, 433, 311]"
1164,i am feeling a tad smug right now,5,"[1, 23, 7, 6, 1419, 804, 113, 57]"
1165,i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,4,"[1, 69, 8044, 43, 37, 370, 11, 10, 4374, 48, 35, 10, 896, 21, 25, 1584, 29, 63, 3, 61, 103, 42, 2, 581, 4, 79, 6, 2876]"
1166,i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me,2,"[1, 126, 1838, 2187, 114, 15, 73, 1, 69, 310, 5, 325, 160, 1, 2, 13, 72, 47, 3207, 15, 35, 5, 119, 677, 75, 410, 17]"
1167,i wasnt feeling that hot prior to vineman but with a little racin and a lot of self talk im now in a better spot mentally and physically,2,"[1, 327, 7, 8, 395, 2826, 4, 8045, 18, 24, 6, 55, 8046, 3, 6, 158, 9, 286, 279, 16, 57, 11, 6, 169, 1172, 1249, 3, 970]"
1168,i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,4,"[1, 1185, 92, 8047, 11, 10, 749, 3, 100, 4, 5, 2188, 79, 41, 3658, 5, 4375, 8048, 43, 111, 1409, 113, 291, 4, 17, 3, 252, 32, 17, 13, 16, 86, 4, 3183, 83, 14, 1, 2, 40, 497, 1456, 80]"
1169,i was eager to know why i was feeling unhappy and unsatisfied,0,"[1, 19, 722, 4, 46, 160, 1, 19, 7, 452, 3, 5586]"
1170,i feel crappy actually,0,"[1, 2, 620, 177]"
1171,i feel so invigorated so focused about what im being led to pursue right now and in the future,5,"[1, 2, 14, 771, 14, 1584, 26, 53, 16, 60, 2583, 4, 2337, 113, 57, 3, 11, 5, 418]"
1172,i feel i am shy and i am afraid of keeping my point of view,4,"[1, 2, 1, 23, 616, 3, 1, 23, 300, 9, 929, 10, 258, 9, 1220]"
1173,i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine,0,"[1, 2, 13, 1, 54, 6, 158, 9, 915, 11, 10, 733, 9, 1368, 4376, 8, 258, 62, 135, 3, 185, 1, 92, 2065, 659, 32, 5, 88, 8, 450, 850, 10, 242, 41, 11, 6, 1368, 4377]"
1174,i couldn t help but feel sympathetic for netflix as an army of the misinformed denounced netflix for the recent price hike,2,"[1, 1104, 42, 139, 18, 2, 618, 15, 4378, 28, 76, 2584, 9, 5, 8049, 5587, 4378, 15, 5, 1802, 1555, 3583]"
1175,im not going to lie i feel a little insulted,1,"[16, 25, 86, 4, 1112, 1, 2, 6, 55, 579]"
1176,i feel peaceful and unafraid certain that my god has my best interests at heart,5,"[1, 2, 756, 3, 8050, 600, 8, 10, 241, 98, 10, 298, 2174, 32, 228]"
1177,i feel awful and have had chills on and off day and night,0,"[1, 2, 486, 3, 20, 56, 8051, 29, 3, 168, 96, 3, 245]"
1178,i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,5,"[1, 19, 7, 32, 5, 212, 138, 66, 4, 478, 85, 32, 35, 19, 40, 339, 4, 439, 22, 2585, 105, 5, 343, 9, 4379, 455, 1, 58, 1463, 137, 49, 5, 192]"
1179,i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,5,"[1, 2, 758, 15, 86, 4, 2586, 335, 124, 1585, 35, 5, 90, 4, 5588, 11, 5, 5589, 8052, 3, 8053, 8054, 315]"
1180,i feel like nothing can stop me and sometimes i feel like so defeated,0,"[1, 2, 13, 226, 39, 253, 17, 3, 185, 1, 2, 13, 14, 693]"
1181,i email authors about interviews i feel a little intimidated,4,"[1, 1728, 3131, 26, 4380, 1, 2, 6, 55, 615]"
1182,i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,0,"[1, 316, 62, 75, 296, 8055, 8056, 117, 15, 1023, 960, 61, 2184, 42, 29, 5, 936, 9, 5, 2370, 9, 849, 4381, 3, 1, 2, 270, 44, 110, 666, 1819]"
1183,im not necessarily sure what but something in the education system must change or students can feel anxiety and pressure with needing to be flawless with their vast knowledge of the world,5,"[16, 25, 3072, 157, 53, 18, 83, 11, 5, 1735, 1250, 295, 428, 34, 773, 39, 2, 1038, 3, 1015, 24, 1651, 4, 27, 1815, 24, 110, 4382, 1025, 9, 5, 183]"
1184,i dont think my desire level is too much to bear but i feel unwelcome,0,"[1, 87, 69, 10, 819, 942, 21, 93, 85, 4, 2166, 18, 1, 2, 592]"
1185,i am feeling a lil bit gloomy,0,"[1, 23, 7, 6, 2371, 82, 589]"
1186,i find that i never stop feeling excited for our company s future,5,"[1, 163, 8, 1, 144, 253, 7, 267, 15, 132, 1116, 89, 418]"
1187,i am grateful for every single thing i have maybe then ill start feeling dismayed when i don t have more,0,"[1, 23, 734, 15, 146, 728, 188, 1, 20, 281, 124, 211, 212, 7, 1557, 33, 1, 103, 42, 20, 37]"
1188,i feel so stupid to think they will trust me,0,"[1, 2, 14, 282, 4, 69, 61, 58, 655, 17]"
1189,i feel awful everytime ac,0,"[1, 2, 486, 2528, 8057]"
1190,i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,4,"[1, 13, 5, 7, 9, 204, 68, 1282, 22, 51, 1, 19, 40, 538, 4, 428, 32, 194, 553, 54, 305, 4, 12, 125, 6, 186]"
1191,i feel like life was so flawless for so very long and now i am stressed out and wanting to cry half the time,5,"[1, 2, 13, 77, 19, 14, 1815, 15, 14, 45, 205, 3, 57, 1, 23, 232, 49, 3, 578, 4, 631, 689, 5, 51]"
1192,i feel shafted or greedy,1,"[1, 2, 8058, 34, 494]"
1193,i stop feeling so depressed and,0,"[1, 253, 7, 14, 360, 3]"
1194,i feel so emotional reaching three finals in four years,0,"[1, 2, 14, 384, 2372, 632, 4383, 11, 958, 214]"
1195,i wasnt feeling well yesterday and today has been randomly busy,5,"[1, 327, 7, 134, 674, 3, 121, 98, 47, 4384, 1051]"
1196,i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness,5,"[1, 5, 3659, 222, 4, 8059, 5, 848, 4, 2, 529, 4, 8060, 15, 3660, 3, 4, 5590, 8061]"
1197,im feeling really positive desp,5,"[16, 7, 40, 381, 8062]"
1198,i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies,5,"[1, 2, 33, 1, 215, 109, 348, 3, 643, 70, 37, 51, 31, 52, 45, 101, 9, 6, 1612, 30, 43, 5, 7, 9, 1484, 8063]"
1199,i feel pity for gatsby because the longing he feels for the past is so evident,2,"[1, 2, 1904, 15, 8064, 36, 5, 637, 65, 122, 15, 5, 297, 21, 14, 4385]"
1200,i met you i used to want to lock myself into a vault just to feel precious,5,"[1, 859, 30, 1, 305, 4, 66, 4, 2587, 50, 105, 6, 8065, 31, 4, 2, 503]"
1201,i really hate that feeling when youre unsure about something,4,"[1, 40, 231, 8, 7, 33, 560, 440, 26, 83]"
1202,i feel like those rich people all fall into the category of don t belong when i see them on the bus,5,"[1, 2, 13, 142, 487, 62, 35, 816, 105, 5, 3192, 9, 103, 42, 1313, 33, 1, 112, 63, 29, 5, 1437]"
1203,i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,5,"[1, 224, 107, 21, 53, 1, 1078, 10, 313, 4386, 74, 136, 44, 1830, 1950, 4, 690, 3, 1464, 357, 1, 2, 1, 92, 154, 83, 525]"
1204,i feel honored to be witness to another s process,5,"[1, 2, 582, 4, 27, 2784, 4, 264, 89, 1125]"
1205,i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,4,"[1, 56, 6, 379, 5591, 83, 8, 1, 19, 1105, 405, 9, 34, 83, 8, 19, 1993, 17, 304, 260, 34, 8, 19, 204, 17, 2, 469, 1, 20, 37, 94, 31, 70, 34, 218, 45, 2877, 62, 75, 1, 46, 1, 91, 387, 15, 139]"
1206,i feel stupid and incapable and i dont know what i want to do and work is stupid and only for the next two weeks and i m questioning everything,0,"[1, 2, 282, 3, 4387, 3, 1, 87, 46, 53, 1, 66, 4, 38, 3, 123, 21, 282, 3, 117, 15, 5, 291, 218, 479, 3, 1, 92, 2295, 176]"
1207,i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,0,"[1, 23, 275, 22, 32, 6, 51, 33, 1, 20, 116, 56, 76, 663, 24, 5, 117, 313, 1565, 1, 20, 56, 283, 794, 11, 10, 77, 3, 33, 576, 95, 2878, 3, 2283, 127, 597, 1, 23, 76, 117, 378, 12, 122, 566, 363]"
1208,i feel like this concert was much more successful than the previous one,5,"[1, 2, 13, 22, 4388, 19, 85, 37, 432, 94, 5, 1929, 70]"
1209,i was just feeling needy,0,"[1, 19, 31, 7, 724]"
1210,i also feel so awful feeling this way,0,"[1, 116, 2, 14, 486, 7, 22, 90]"
1211,i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,5,"[1, 111, 1927, 29, 3661, 31, 14, 1, 91, 27, 24, 255, 319, 3, 2, 13, 1, 19, 76, 700, 671, 3, 432, 170]"
1212,i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,0,"[1, 2, 13, 1, 20, 47, 577, 249, 24, 6, 3662, 3208, 735, 10, 1517, 107, 5, 1736, 199, 19, 6, 45, 5592, 3663]"
1213,i feel overwhelmingly remorseful and guilty when i watch too much news or too many sad movies or television dramas,0,"[1, 2, 3664, 982, 3, 377, 33, 1, 546, 93, 85, 901, 34, 93, 159, 259, 1302, 34, 3209, 4389]"
1214,i feel completely drained physically and mentally worn out,0,"[1, 2, 284, 688, 970, 3, 1249, 2121, 49]"
1215,i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,5,"[1, 2, 352, 16, 8066, 115, 5593, 16, 14, 5594, 16, 252, 99, 16, 482, 6, 946, 3, 560, 5, 623, 1, 215, 14, 2, 10, 1418, 28, 61, 866, 30, 894, 16, 4390, 127, 3, 1, 2, 2747, 5, 329, 1, 215, 19, 11, 109, 401]"
1216,im feeling so broke right now but i loved every minute of it,0,"[16, 7, 14, 661, 113, 57, 18, 1, 265, 146, 1148, 9, 12]"
1217,i want to say that i feel vulnerable writing and sharing this info,4,"[1, 66, 4, 118, 8, 1, 2, 469, 275, 3, 1024, 22, 2879]"
1218,i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,1,"[1, 19, 774, 12, 4, 2880, 49, 584, 114, 3, 27, 2066, 3, 2189, 202, 124, 765, 24, 63, 13, 76, 2373]"
1219,i always thought that if i contracted something from one of those people and passed it on to him that i d feel awful but after i got the sti test i thought i was basically in the clear,0,"[1, 111, 193, 8, 48, 1, 5595, 83, 59, 70, 9, 142, 62, 3, 990, 12, 29, 4, 73, 8, 1, 668, 2, 486, 18, 125, 1, 140, 5, 8067, 1445, 1, 193, 1, 19, 1430, 11, 5, 1235]"
1220,i didnt feel that there were enough strong smart and funny female main characters in fiction and since thats what i imagine myself to be i started writing,5,"[1, 138, 2, 8, 80, 129, 155, 326, 638, 3, 454, 2527, 1345, 1030, 11, 2284, 3, 225, 310, 53, 1, 861, 50, 4, 27, 1, 197, 275]"
1221,i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,4,"[1, 64, 31, 100, 4, 5, 1204, 258, 202, 94, 154, 6, 8068, 9, 180, 28, 53, 21, 3210, 7, 34, 973, 7, 34, 1002, 114]"
1222,i wasnt feeling casual much,5,"[1, 327, 7, 833, 85]"
1223,i feel slightly emotional watching it,0,"[1, 2, 350, 384, 604, 12]"
1224,i feel like i ve regained another vital part of my life which is living,5,"[1, 2, 13, 1, 289, 5596, 264, 805, 229, 9, 10, 77, 107, 21, 406]"
1225,i went up to the teacher and said im gonna step outside for a second im really not feeling too well,5,"[1, 268, 41, 4, 5, 1349, 3, 199, 16, 1056, 988, 684, 15, 6, 711, 16, 40, 25, 7, 93, 134]"
1226,i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,4,"[1, 1274, 8, 274, 9, 30, 75, 21, 2153, 34, 7, 300, 563, 2542, 848, 3, 532]"
1227,i could feel myself getting that shaky feeling,4,"[1, 91, 2, 50, 179, 8, 702, 7]"
1228,i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,0,"[1, 2, 37, 8069, 625, 404, 3, 5597, 94, 1, 20, 164, 175, 143, 18, 25, 32, 5, 826, 9, 10, 3211, 32, 5, 826, 9, 142, 1, 84]"
1229,i feel like he was more important to me than i thought he was,5,"[1, 2, 13, 65, 19, 37, 280, 4, 17, 94, 1, 193, 65, 19]"
1230,i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,3,"[1, 316, 78, 888, 4, 27, 624, 3, 472, 9, 1170, 186, 7, 237, 3, 398, 44, 77]"
1231,i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,5,"[1, 66, 62, 4, 2, 474, 3, 1, 66, 1230, 4, 1353, 213, 28, 5598, 62, 2796, 213, 75, 1120, 3665, 3, 1060, 25, 4, 27, 8070, 3, 2496, 32]"
1232,im feeling awfully spiteful right now,1,"[16, 7, 2065, 1812, 113, 57]"
1233,i feel more of a sense of longing than of loss,2,"[1, 2, 37, 9, 6, 306, 9, 637, 94, 9, 874]"
1234,i guess you cant see how wed feel a bit unwelcome,0,"[1, 251, 30, 130, 112, 52, 3561, 2, 6, 82, 592]"
1235,i stay up and feel foolish,0,"[1, 574, 41, 3, 2, 785]"
1236,i think people born in the s and s hold the key to opening many doors for us we just need to make them feel treasured enough to share it,2,"[1, 69, 62, 1839, 11, 5, 89, 3, 89, 739, 5, 1548, 4, 2067, 159, 3666, 15, 213, 81, 31, 104, 4, 79, 63, 2, 1712, 155, 4, 345, 12]"
1237,i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,1,"[1, 64, 13, 4, 3667, 5, 887, 9, 1951, 1, 2, 241, 5599, 213, 25, 4, 27, 527, 3, 1, 2, 8, 146, 8071, 2588, 34, 25, 120, 5600, 8, 8072]"
1238,i feel so highly intimidated that i get flustered and cant form my words not even in english with her,4,"[1, 2, 14, 1560, 615, 8, 1, 54, 5601, 3, 130, 1480, 10, 348, 25, 74, 11, 1520, 24, 67]"
1239,i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,4,"[1, 2, 538, 531, 26, 50, 3, 10, 1222, 476, 4, 30, 28, 1, 103, 42, 46, 52, 30, 540, 2, 18, 1, 251, 78, 280, 30, 46, 35, 26, 17, 3, 5, 476, 1, 23, 11, 14, 8, 81, 540, 46, 48, 81, 39, 100, 1088]"
1240,i learned in the foundry of my own childhood that humor made a perfect shield for keeping people at bay for helping me conceal my true feelings for lending the appearance of truth to all the lies i would tell about how happy i was and for providing me with the wherewithal to get through each day,5,"[1, 767, 11, 5, 8073, 9, 10, 174, 1648, 8, 2750, 131, 6, 355, 5602, 15, 929, 62, 32, 3668, 15, 1005, 17, 5603, 10, 687, 114, 15, 8074, 5, 2589, 9, 921, 4, 35, 5, 2068, 1, 64, 220, 26, 52, 153, 1, 19, 3, 15, 2123, 17, 24, 5, 8075, 4, 54, 137, 274, 96]"
